fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-10-27 12:42:20,Sin sesión,,,,12,AIRE-04,,491.309,6886.0,5776.0,15.0,0.0,0.0,23.1,41.7,92.2,763.0,0.0,40.25,12.12,2526.32,514.0,50320.0,5549.0,5197.0,3571.0,3710.0,3785.0,3799.0,24.7,35.6,4.0,4.0,31.0,5387.0,5649.0,0.0,0.0,25.0
2025-10-27 12:47:20,Sin sesión,,,,12,AIRE-04,,490.18,6978.0,5802.0,15.0,0.0,313.0,22.7,41.3,92.2,825.0,1.3,40.25,12.12,2529.69,517.0,50315.0,5585.0,5159.0,3539.0,3701.0,3771.0,3755.0,24.6,35.3,5.0,5.0,31.0,5323.0,5595.0,0.0,0.0,21.0
2025-10-27 12:52:21,Sin sesión,,,,12,AIRE-04,,490.947,7250.0,5923.0,15.0,0.0,0.0,23.2,40.7,92.2,770.0,0.0,40.25,12.12,2535.76,522.0,50306.0,5433.0,5512.0,3961.0,3990.0,3864.0,3792.0,24.6,35.2,4.0,4.0,31.0,5384.0,5579.0,0.0,0.0,14.0
2025-10-27 12:57:20,Sin sesión,,,,12,AIRE-04,,492.568,6697.0,5744.0,15.0,0.0,207.0,23.3,38.6,92.2,840.0,1.1,40.25,12.08,2535.08,522.0,50307.0,5759.0,5376.0,3778.0,3838.0,3988.0,3962.0,24.6,34.7,5.0,5.0,31.0,5340.0,5642.0,0.0,0.0,20.0
2025-10-27 13:02:20,Sin sesión,,,,12,AIRE-04,,492.642,6742.0,5640.0,15.0,0.0,0.0,23.5,40.2,92.2,761.0,0.0,40.25,12.12,2529.02,516.0,50316.0,5490.0,5117.0,3598.0,3704.0,3796.0,3790.0,24.8,34.4,3.0,3.0,31.0,5338.0,5605.0,0.0,0.0,21.0
2025-10-27 13:07:20,Sin sesión,,,,12,AIRE-04,,492.584,6705.0,5818.0,15.0,0.0,0.0,23.3,40.1,92.2,705.0,0.0,40.5,12.12,2534.41,516.0,50308.0,5560.0,5230.0,3621.0,3730.0,3890.0,3796.0,24.6,34.5,3.0,3.0,31.0,5361.0,5606.0,0.0,0.0,21.0
2025-10-27 13:12:20,Sin sesión,,,,12,AIRE-04,,490.292,7003.0,5679.0,15.0,0.0,305.0,23.2,40.3,92.2,677.0,0.5,40.5,12.08,2531.04,508.0,50313.0,5529.0,5277.0,3643.0,3725.0,3967.0,3810.0,24.4,35.1,6.0,5.0,31.0,5319.0,5599.0,0.0,0.0,23.0
2025-10-27 13:17:21,Sin sesión,,,,12,AIRE-04,,490.203,7178.0,5848.0,15.0,0.0,210.0,23.0,39.5,92.2,766.0,2.8,40.25,12.04,2536.43,506.0,50305.0,5789.0,5479.0,3827.0,3934.0,4244.0,4081.0,24.3,34.9,4.0,4.0,31.0,5292.0,5576.0,0.0,0.0,22.0
2025-10-27 13:22:21,Sin sesión,,,,12,AIRE-04,,489.711,6902.0,5530.0,15.0,0.0,319.0,23.3,40.1,92.2,900.0,0.8,40.25,12.08,2542.5,507.0,50296.0,5550.0,5230.0,3658.0,3721.0,3953.0,3820.0,24.0,35.2,5.0,5.0,31.0,5356.0,5574.0,0.0,0.0,23.0
2025-10-27 13:27:20,Sin sesión,,,,12,AIRE-04,,491.662,7009.0,5724.0,15.0,0.0,248.0,23.3,38.6,92.2,893.0,1.7,40.25,12.08,2534.41,504.0,50308.0,5564.0,5197.0,3625.0,3746.0,3940.0,3836.0,24.3,34.8,6.0,5.0,31.0,5353.0,5626.0,0.0,0.0,15.0
