fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-10-23 00:01:41,Sin sesión,,,,12,AIRE-05,,404.652,6501.0,5304.0,0.0,0.0,0.0,14.6,56.3,92.5,0.0,0.0,27.25,10.78,2047.78,406.0,51030.0,4689.0,4718.0,4031.0,3955.0,4096.0,4050.0,15.9,46.5,2.0,2.0,30.0,5563.0,5738.0,0.0,0.0,24.0
2025-10-23 00:06:15,Sin sesión,,,,12,AIRE-05,,403.634,6415.0,5249.0,0.0,0.0,0.0,14.5,56.6,92.5,0.0,0.0,27.25,10.78,2050.48,408.0,51026.0,4546.0,4609.0,3982.0,3889.0,4023.0,3976.0,15.8,46.8,3.0,3.0,30.0,5581.0,5726.0,0.0,0.0,24.0
2025-10-23 00:10:58,Sin sesión,,,,12,AIRE-05,,401.846,6449.0,5297.0,0.0,0.0,0.0,14.2,57.0,92.5,0.0,0.0,27.0,10.74,2053.17,407.0,51022.0,4675.0,4673.0,4034.0,3983.0,4043.0,4039.0,15.7,47.5,3.0,3.0,30.0,5652.0,5797.0,0.0,0.0,25.0
2025-10-23 00:16:08,Sin sesión,,,,12,AIRE-05,,401.715,6533.0,5463.0,0.0,0.0,0.0,13.9,58.9,92.5,0.0,0.0,27.0,10.74,2054.52,406.0,51020.0,4831.0,4865.0,4200.0,4092.0,4225.0,4190.0,15.6,47.6,3.0,3.0,30.0,5670.0,5784.0,0.0,0.0,25.0
2025-10-23 00:21:07,Sin sesión,,,,12,AIRE-05,,402.396,6706.0,5590.0,0.0,0.0,0.0,13.6,60.7,92.5,0.0,0.0,26.75,10.74,2064.63,413.0,51005.0,4846.0,4880.0,4246.0,4173.0,4292.0,4269.0,15.4,48.0,3.0,3.0,30.0,5613.0,5778.0,0.0,0.0,26.0
2025-10-23 00:25:10,Sin sesión,,,,12,AIRE-05,,400.122,6694.0,5492.0,0.0,0.0,0.0,13.5,61.9,92.5,0.0,0.0,26.5,10.7,2066.65,404.0,51002.0,4858.0,4887.0,4255.0,4147.0,4343.0,4302.0,15.2,48.6,3.0,3.0,30.0,5620.0,5774.0,0.0,0.0,26.0
2025-10-23 00:29:39,Sin sesión,,,,12,AIRE-05,,400.369,6874.0,5649.0,0.0,0.0,0.0,13.2,64.0,92.5,0.0,0.0,26.25,10.74,2077.44,408.0,50986.0,4608.0,4684.0,4147.0,4396.0,4120.0,4043.0,15.1,49.6,2.0,2.0,30.0,5629.0,5769.0,0.0,0.0,26.0
2025-10-23 00:33:56,Sin sesión,,,,12,AIRE-05,,399.729,6624.0,5290.0,0.0,0.0,0.0,13.1,64.2,92.5,0.0,0.0,26.0,10.74,2085.52,415.0,50974.0,4643.0,4698.0,4042.0,3962.0,4042.0,4049.0,14.9,50.1,3.0,3.0,29.0,5621.0,5784.0,0.0,0.0,26.0
2025-10-23 00:39:08,Sin sesión,,,,12,AIRE-05,,400.698,6500.0,5309.0,0.0,0.0,0.0,12.9,64.5,92.5,0.0,0.0,26.0,10.74,2086.87,411.0,50972.0,4585.0,4611.0,3999.0,3898.0,4005.0,3990.0,14.8,50.3,4.0,3.0,29.0,5601.0,5735.0,0.0,0.0,25.0
2025-10-23 00:43:49,Sin sesión,,,,12,AIRE-05,,403.115,6516.0,5321.0,0.0,0.0,0.0,12.8,66.4,92.5,0.0,0.0,25.75,10.74,2095.63,412.0,50959.0,4617.0,4692.0,4064.0,3960.0,4043.0,4045.0,14.7,51.1,3.0,3.0,29.0,5623.0,5732.0,0.0,0.0,26.0
2025-10-23 00:48:46,Sin sesión,,,,12,AIRE-05,,398.476,6421.0,5179.0,0.0,0.0,0.0,12.7,66.7,92.5,0.0,0.0,25.5,10.78,2109.11,421.0,50939.0,4550.0,4637.0,3979.0,3899.0,3977.0,3979.0,14.5,51.8,3.0,3.0,29.0,5599.0,5754.0,0.0,0.0,26.0
2025-10-23 00:53:27,Sin sesión,,,,12,AIRE-05,,399.569,6489.0,5263.0,0.0,0.0,0.0,12.6,68.4,92.5,0.0,0.0,25.5,10.74,2121.92,429.0,50920.0,4622.0,4667.0,4045.0,3968.0,4047.0,4044.0,14.4,52.5,2.0,2.0,29.0,5648.0,5724.0,0.0,0.0,27.0
2025-10-23 00:58:17,Sin sesión,,,,12,AIRE-05,,400.678,6547.0,5286.0,0.0,0.0,0.0,12.3,68.2,92.5,0.0,0.0,25.25,10.74,2115.18,424.0,50930.0,4610.0,4684.0,4054.0,3959.0,4041.0,4043.0,14.3,52.6,4.0,4.0,29.0,5655.0,5781.0,0.0,0.0,25.0
2025-10-23 01:03:26,Sin sesión,,,,12,AIRE-05,,394.919,6582.0,5635.0,0.0,0.0,0.0,12.1,70.0,92.5,0.0,0.0,25.0,10.74,2135.4,440.0,50900.0,4586.0,4632.0,4004.0,3910.0,4007.0,3988.0,14.3,53.5,6.0,5.0,29.0,5649.0,5751.0,0.0,0.0,26.0
2025-10-23 01:08:03,Sin sesión,,,,12,AIRE-05,,396.534,7029.0,5639.0,0.0,0.0,0.0,12.1,71.4,92.5,0.0,0.0,25.0,10.78,2142.14,440.0,50890.0,4543.0,4595.0,4437.0,4324.0,3980.0,3988.0,14.1,54.3,4.0,4.0,29.0,5663.0,5745.0,0.0,0.0,28.0
2025-10-23 01:12:29,Sin sesión,,,,12,AIRE-05,,396.536,6885.0,5511.0,0.0,0.0,0.0,11.9,70.7,92.5,0.0,0.0,24.75,10.7,2141.47,438.0,50891.0,4874.0,4915.0,4301.0,4211.0,4307.0,4313.0,14.0,54.1,4.0,4.0,29.0,5607.0,5716.0,0.0,0.0,26.0
2025-10-23 01:17:22,Sin sesión,,,,12,AIRE-05,,397.227,6850.0,5495.0,0.0,0.0,0.0,11.7,73.2,92.5,0.0,0.0,24.5,10.74,2151.58,446.0,50876.0,4736.0,4788.0,4214.0,4122.0,4224.0,4212.0,13.9,54.6,4.0,4.0,29.0,5642.0,5727.0,0.0,0.0,27.0
2025-10-23 01:21:51,Sin sesión,,,,12,AIRE-05,,399.736,6905.0,5504.0,0.0,0.0,0.0,11.8,74.0,92.5,0.0,0.0,24.5,10.74,2148.21,438.0,50881.0,4814.0,4863.0,4275.0,4163.0,4203.0,4260.0,13.7,55.2,4.0,4.0,29.0,5649.0,5784.0,0.0,0.0,28.0
2025-10-23 01:25:47,Sin sesión,,,,12,AIRE-05,,398.013,6818.0,5346.0,0.0,0.0,0.0,11.9,74.2,92.5,0.0,0.0,24.5,10.74,2161.01,444.0,50862.0,4644.0,4685.0,4077.0,3972.0,4036.0,4051.0,13.7,55.8,5.0,4.0,29.0,5636.0,5762.0,0.0,0.0,27.0
2025-10-23 01:30:39,Sin sesión,,,,12,AIRE-05,,397.344,6792.0,5378.0,0.0,0.0,0.0,11.8,73.9,92.5,0.0,0.0,24.25,10.74,2167.08,449.0,50853.0,4643.0,4667.0,4052.0,3962.0,4047.0,4056.0,13.5,56.5,8.0,8.0,29.0,5658.0,5772.0,0.0,0.0,26.0
2025-10-23 01:35:18,Sin sesión,,,,12,AIRE-05,,395.281,6726.0,5303.0,0.0,0.0,0.0,11.6,75.5,92.5,0.0,0.0,24.25,10.78,2172.47,453.0,50845.0,4581.0,4608.0,4025.0,3901.0,4039.0,4000.0,13.5,56.8,6.0,5.0,29.0,5619.0,5713.0,0.0,0.0,27.0
2025-10-23 01:40:30,Sin sesión,,,,12,AIRE-05,,396.57,6903.0,5378.0,0.0,0.0,0.0,11.7,75.4,92.5,0.0,0.0,24.25,10.74,2177.19,457.0,50838.0,4529.0,4629.0,4040.0,3981.0,4049.0,3996.0,13.5,56.6,5.0,5.0,29.0,5664.0,5743.0,0.0,0.0,26.0
2025-10-23 01:45:21,Sin sesión,,,,12,AIRE-05,,394.436,6779.0,5319.0,0.0,0.0,0.0,11.9,73.4,92.5,0.0,0.0,24.0,10.74,2169.77,451.0,50849.0,4642.0,4671.0,4069.0,3974.0,4033.0,4052.0,13.5,56.6,6.0,5.0,29.0,5618.0,5739.0,0.0,0.0,26.0
2025-10-23 01:49:43,Sin sesión,,,,12,AIRE-05,,395.622,6708.0,5285.0,0.0,0.0,0.0,11.7,73.5,92.5,0.0,0.0,24.0,10.74,2163.71,443.0,50858.0,4564.0,4640.0,4032.0,3930.0,4040.0,4003.0,13.5,56.5,6.0,6.0,29.0,5666.0,5767.0,0.0,0.0,26.0
2025-10-23 01:54:12,Sin sesión,,,,12,AIRE-05,,394.375,6787.0,5296.0,0.0,0.0,0.0,11.6,74.0,92.5,0.0,0.0,24.0,10.74,2181.91,457.0,50831.0,4543.0,4573.0,3999.0,3917.0,3980.0,3998.0,13.5,57.4,6.0,6.0,29.0,5660.0,5753.0,0.0,0.0,26.0
2025-10-23 01:59:01,Sin sesión,,,,12,AIRE-05,,399.692,6892.0,5318.0,0.0,0.0,0.0,11.8,69.1,92.5,0.0,0.0,24.0,10.74,2158.32,438.0,50866.0,4622.0,4665.0,4026.0,3984.0,3976.0,4062.0,13.4,55.5,4.0,4.0,29.0,5584.0,5756.0,0.0,0.0,24.0
