fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-10-26 11:55:19,Sin sesión,,,,12,AIRE-02,,1867.151,6984.0,5872.0,15.0,0.0,59.0,23.3,29.2,92.5,1183.0,0.6,42.5,12.16,11311.24,529.0,37286.0,5284.0,5509.0,3597.0,3787.0,3760.0,3722.0,24.1,28.1,19.0,19.0,31.0,0.0,0.0,0.0,0.0,18.0
2025-10-26 12:00:19,Sin sesión,,,,12,AIRE-02,,1867.005,6432.0,5884.0,15.0,0.0,38.0,22.4,29.3,92.5,1194.0,0.8,42.75,12.16,11313.26,531.0,37283.0,5391.0,5484.0,3614.0,3788.0,3787.0,3762.0,24.5,27.7,18.0,16.0,31.0,0.0,0.0,0.0,0.0,18.0
2025-10-26 12:05:19,Sin sesión,,,,12,AIRE-02,,1867.502,6621.0,5561.0,15.0,0.0,0.0,23.7,29.3,92.5,1196.0,0.0,42.75,12.16,11301.8,518.0,37300.0,5703.0,5588.0,3596.0,3801.0,3876.0,3803.0,24.5,27.6,19.0,19.0,31.0,0.0,0.0,0.0,0.0,18.0
2025-10-26 12:10:19,Sin sesión,,,,12,AIRE-02,,1866.828,6513.0,5871.0,15.0,0.0,90.0,21.6,31.1,92.5,1202.0,1.0,43.0,12.16,11313.93,531.0,37282.0,5439.0,5492.0,3609.0,3728.0,3748.0,3663.0,24.7,27.0,17.0,16.0,31.0,0.0,0.0,0.0,0.0,22.0
2025-10-26 12:15:19,Sin sesión,,,,12,AIRE-02,,1867.1121,7031.0,5548.0,15.0,0.0,298.0,24.7,29.4,92.5,1202.0,0.7,42.75,12.16,11309.21,529.0,37289.0,5475.0,5639.0,3606.0,3810.0,3722.0,3796.0,24.8,29.0,18.0,18.0,31.0,0.0,0.0,0.0,0.0,28.0
2025-10-26 12:20:19,Sin sesión,,,,12,AIRE-02,,1866.749,6806.0,6003.0,15.0,0.0,63.0,21.6,31.2,92.5,1208.0,1.8,43.0,12.16,11304.5,524.0,37296.0,5460.0,5505.0,3564.0,3717.0,3774.0,3673.0,25.0,26.3,20.0,20.0,31.0,0.0,0.0,0.0,0.0,22.0
2025-10-26 12:25:19,Sin sesión,,,,12,AIRE-02,,1866.4709,6555.0,6031.0,15.0,0.0,90.0,22.3,30.0,92.5,1215.0,1.1,43.0,12.16,11307.87,522.0,37291.0,5452.0,5495.0,3533.0,3756.0,3745.0,3729.0,24.7,26.8,21.0,21.0,31.0,0.0,0.0,0.0,0.0,24.0
2025-10-26 12:30:19,Sin sesión,,,,12,AIRE-02,,1866.947,6697.0,5761.0,15.0,0.0,0.0,22.7,27.6,92.5,1220.0,1.1,42.75,12.16,11310.56,529.0,37287.0,5390.0,5425.0,3529.0,3725.0,3703.0,3683.0,24.5,27.0,16.0,13.0,31.0,0.0,0.0,0.0,0.0,21.0
2025-10-26 12:35:19,Sin sesión,,,,12,AIRE-02,,1867.761,6728.0,5769.0,15.0,0.0,90.0,23.0,29.4,92.5,1219.0,1.7,42.75,12.12,11312.58,532.0,37284.0,5726.0,5695.0,3673.0,3924.0,3885.0,3909.0,24.5,26.8,14.0,14.0,31.0,0.0,0.0,0.0,0.0,23.0
2025-10-26 12:40:19,Sin sesión,,,,12,AIRE-02,,1867.52,6483.0,5934.0,15.0,0.0,21.0,22.5,28.5,92.5,1223.0,1.1,42.5,12.16,11318.65,538.0,37275.0,5209.0,5376.0,3564.0,3715.0,3782.0,3669.0,24.3,26.1,18.0,18.0,31.0,0.0,0.0,0.0,0.0,18.0
