fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-10-28 05:22:21,Sin sesión,,,,12,AIRE-04,,432.896,6399.0,5964.0,0.0,0.0,125.0,11.3,73.1,92.6,0.0,0.7,23.75,12.08,2892.3,554.0,49777.0,4881.0,4797.0,3643.0,3730.0,3868.0,3846.0,12.6,59.2,1.0,1.0,31.0,5451.0,5520.0,0.0,0.0,18.0
2025-10-28 05:27:21,Sin sesión,,,,12,AIRE-04,,433.18,6404.0,5655.0,0.0,0.0,0.0,11.2,73.7,92.6,0.0,7.2,23.75,12.08,2900.39,561.0,49765.0,4912.0,4813.0,3661.0,3770.0,3970.0,3866.0,12.7,59.4,1.0,1.0,31.0,5485.0,5580.0,0.0,0.0,19.0
2025-10-28 05:32:21,Sin sesión,,,,12,AIRE-04,,434.105,6290.0,5630.0,0.0,0.0,180.0,10.9,74.8,92.6,0.0,12.6,23.75,12.08,2901.06,565.0,49764.0,4822.0,4772.0,3653.0,3737.0,3872.0,3830.0,12.6,59.3,1.0,1.0,31.0,5426.0,5544.0,0.0,0.0,19.0
2025-10-28 05:37:21,Sin sesión,,,,12,AIRE-04,,434.503,6344.0,5698.0,0.0,0.0,177.0,10.8,75.2,92.6,0.0,9.4,23.75,12.08,2904.43,568.0,49759.0,4817.0,4813.0,3688.0,3781.0,3938.0,3871.0,12.6,59.2,1.0,1.0,31.0,5455.0,5543.0,0.0,0.0,19.0
2025-10-28 05:42:21,Sin sesión,,,,12,AIRE-04,,432.963,6374.0,5699.0,0.0,0.0,177.0,10.7,76.0,92.6,0.0,10.3,23.5,12.08,2908.48,572.0,49753.0,4928.0,4824.0,3695.0,3766.0,3850.0,3868.0,12.5,59.4,2.0,1.0,31.0,5467.0,5533.0,0.0,0.0,18.0
2025-10-28 05:47:21,Sin sesión,,,,12,AIRE-04,,433.558,6421.0,5787.0,0.0,0.0,356.0,10.5,76.3,92.6,0.0,5.4,23.5,12.04,2905.78,571.0,49757.0,5045.0,4987.0,3775.0,3875.0,3956.0,3980.0,12.5,59.9,1.0,1.0,31.0,5441.0,5534.0,0.0,0.0,19.0
2025-10-28 05:52:21,Sin sesión,,,,12,AIRE-04,,432.752,6438.0,5717.0,0.0,0.0,0.0,10.4,77.4,92.6,0.0,3.6,23.25,12.04,2899.72,569.0,49766.0,4830.0,4803.0,3704.0,3761.0,3860.0,3848.0,12.4,59.7,2.0,1.0,31.0,5453.0,5560.0,0.0,0.0,19.0
2025-10-28 05:57:21,Sin sesión,,,,12,AIRE-04,,430.326,6300.0,5632.0,0.0,0.0,0.0,10.3,76.9,92.6,0.0,0.0,23.0,12.08,2904.43,573.0,49759.0,4888.0,4776.0,3599.0,3716.0,3842.0,3823.0,12.4,59.6,1.0,1.0,31.0,5448.0,5537.0,0.0,0.0,19.0
2025-10-28 06:02:21,Sin sesión,,,,12,AIRE-04,,429.94,6311.0,5664.0,0.0,0.0,0.0,10.2,76.8,92.6,0.0,2.8,23.0,12.08,2903.76,573.0,49760.0,4910.0,4812.0,3677.0,3781.0,3799.0,3836.0,12.4,59.7,1.0,1.0,31.0,5458.0,5537.0,0.0,0.0,19.0
2025-10-28 06:07:21,Sin sesión,,,,12,AIRE-04,,431.279,6308.0,5701.0,0.0,0.0,0.0,10.0,79.1,92.6,0.0,0.9,22.75,12.08,2905.78,576.0,49757.0,4782.0,4815.0,3649.0,3757.0,3919.0,3868.0,12.3,60.1,1.0,1.0,31.0,5475.0,5536.0,0.0,0.0,20.0
