fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-10-23 07:59:07,Sin sesión,,,,12,AIRE-03,,1842.937,8149.0,5677.0,0.0,2.4,150.0,12.0,69.9,92.4,51.0,1.0,25.25,11.94,16302.88,585.0,29880.0,5356.0,5332.0,4275.0,4301.0,4448.0,4087.0,13.1,57.7,8.0,7.0,24.0,0.0,0.0,0.0,0.0,29.0
2025-10-23 08:04:11,Sin sesión,,,,12,AIRE-03,,1843.653,7621.0,5441.0,1.0,2.4,137.0,11.9,68.2,92.4,69.0,0.8,25.5,11.94,16294.79,577.0,29892.0,5109.0,5083.0,4013.0,4051.0,4195.0,3827.0,13.0,57.0,7.0,6.0,24.0,0.0,0.0,0.0,0.0,29.0
2025-10-23 08:08:49,Sin sesión,,,,12,AIRE-03,,1843.271,7336.0,5394.0,1.0,2.4,160.0,11.9,67.8,92.4,80.0,1.0,25.5,11.94,16297.49,582.0,29888.0,5081.0,5079.0,3922.0,3972.0,4205.0,3830.0,13.0,56.2,9.0,9.0,24.0,0.0,0.0,0.0,0.0,29.0
2025-10-23 08:13:18,Sin sesión,,,,12,AIRE-03,,1843.506,7245.0,5389.0,1.0,2.4,163.0,12.0,67.7,92.4,101.0,1.1,25.75,11.94,16300.86,588.0,29883.0,5018.0,4989.0,3930.0,3960.0,4208.0,3824.0,13.0,56.0,18.0,15.0,24.0,0.0,0.0,0.0,0.0,31.0
2025-10-23 08:18:20,Sin sesión,,,,12,AIRE-03,,1841.337,7148.0,5360.0,1.0,2.4,155.0,12.0,67.1,92.4,100.0,1.4,25.75,11.94,16297.49,581.0,29888.0,5014.0,4986.0,3872.0,4001.0,4125.0,3748.0,13.1,55.6,20.0,16.0,25.0,0.0,0.0,0.0,0.0,30.0
2025-10-23 08:22:47,Sin sesión,,,,12,AIRE-03,,1843.72,7382.0,5410.0,1.0,2.4,180.0,12.1,66.2,92.4,117.0,0.8,26.0,11.94,16298.16,583.0,29887.0,4998.0,4993.0,3901.0,3962.0,4122.0,3747.0,13.1,55.2,23.0,19.0,25.0,0.0,0.0,0.0,0.0,31.0
2025-10-23 08:27:06,Sin sesión,,,,12,AIRE-03,,1843.7159,7214.0,5366.0,2.0,2.4,180.0,12.3,65.6,92.4,134.0,0.8,26.0,11.94,16288.73,567.0,29901.0,5067.0,5019.0,3904.0,3983.0,4084.0,3757.0,13.3,54.8,20.0,19.0,25.0,0.0,0.0,0.0,0.0,29.0
2025-10-23 08:31:04,Sin sesión,,,,12,AIRE-03,,1843.797,7255.0,5394.0,2.0,2.4,158.0,12.5,64.8,92.5,155.0,0.8,26.25,11.94,16280.64,554.0,29913.0,4961.0,4970.0,3909.0,4001.0,4110.0,3750.0,13.3,54.4,23.0,18.0,25.0,0.0,0.0,0.0,0.0,29.0
2025-10-23 08:36:23,Sin sesión,,,,12,AIRE-03,,1843.923,7386.0,5398.0,2.0,2.4,157.0,12.7,64.1,92.5,145.0,0.8,26.25,11.97,16284.68,559.0,29907.0,4999.0,5000.0,3931.0,3988.0,4132.0,3760.0,13.5,54.1,23.0,23.0,25.0,0.0,0.0,0.0,0.0,30.0
2025-10-23 08:41:33,Sin sesión,,,,12,AIRE-03,,1843.647,7514.0,5455.0,2.0,2.4,162.0,12.5,64.7,92.5,141.0,1.2,26.5,11.94,16268.51,540.0,29931.0,5015.0,5015.0,3928.0,3973.0,4074.0,3735.0,13.5,53.5,22.0,19.0,25.0,0.0,0.0,0.0,0.0,31.0
