fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Dióxido de Carbono (CO2) RAW (RAW)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-10-25 09:57:24,Sin sesión,,,,12,AIRE-06,,418.515,6923.0,5970.0,4.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,29.75,12.01,2882.19,487.0,49792.0,5363.0,5192.0,4085.0,4180.0,3705.0,3958.0,15.0,45.2,7.0,5.0,31.0,5084.0,5289.0,0.0,0.0,20.0
2025-10-25 10:02:21,Sin sesión,,,,12,AIRE-06,,418.706,6481.0,5569.0,4.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,30.0,12.04,2876.13,485.0,49801.0,5013.0,4850.0,3711.0,3829.0,3670.0,3756.0,15.0,45.3,5.0,5.0,31.0,5108.0,5324.0,0.0,0.0,20.0
2025-10-25 10:07:19,Sin sesión,,,,12,AIRE-06,,418.901,6640.0,5561.0,5.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,30.0,12.04,2868.04,484.0,49813.0,5012.0,4894.0,3810.0,3904.0,3755.0,3827.0,15.1,45.8,3.0,3.0,31.0,5079.0,5257.0,0.0,0.0,21.0
2025-10-25 10:12:21,Sin sesión,,,,12,AIRE-06,,419.593,6611.0,5823.0,6.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,30.25,12.04,2859.95,484.0,49825.0,4997.0,4819.0,3703.0,3842.0,3602.0,3740.0,15.5,44.0,4.0,4.0,31.0,5128.0,5302.0,0.0,0.0,18.0
2025-10-25 10:17:35,Sin sesión,,,,12,AIRE-06,,420.886,6638.0,5625.0,4.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,30.5,12.01,2856.58,482.0,49830.0,5177.0,5025.0,3898.0,3876.0,3894.0,3944.0,15.5,44.5,6.0,6.0,31.0,5103.0,5298.0,0.0,0.0,20.0
2025-10-25 10:22:20,Sin sesión,,,,12,AIRE-06,,420.579,6521.0,5888.0,4.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,30.75,12.04,2867.36,491.0,49814.0,5044.0,4861.0,3783.0,3878.0,3716.0,3811.0,15.5,43.9,6.0,6.0,31.0,5084.0,5275.0,0.0,0.0,19.0
2025-10-25 10:27:20,Sin sesión,,,,12,AIRE-06,,421.184,6388.0,5580.0,7.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,31.0,12.04,2847.14,477.0,49844.0,4973.0,4823.0,3727.0,3806.0,3713.0,3770.0,15.5,44.1,2.0,2.0,31.0,5031.0,5217.0,0.0,0.0,19.0
2025-10-25 10:32:20,Sin sesión,,,,12,AIRE-06,,421.4,6583.0,5542.0,15.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,31.25,12.04,2830.97,472.0,49868.0,5024.0,4912.0,3869.0,3946.0,3787.0,3852.0,15.9,44.7,5.0,4.0,31.0,5099.0,5154.0,0.0,0.0,18.0
2025-10-25 10:37:20,Sin sesión,,,,12,AIRE-06,,422.841,6877.0,5745.0,15.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,31.5,12.01,2795.25,458.0,49921.0,5086.0,4898.0,3756.0,3902.0,3753.0,3860.0,16.6,43.1,6.0,6.0,31.0,5046.0,5306.0,0.0,0.0,19.0
2025-10-25 10:42:20,Sin sesión,,,,12,AIRE-06,,423.998,7036.0,6024.0,15.0,0.0,46.0,21.9,46.4,92.5,824.0,0.7,31.75,12.04,2777.05,453.0,49948.0,5217.0,5048.0,3888.0,4026.0,3910.0,3966.0,17.0,42.0,5.0,5.0,31.0,5077.0,5302.0,0.0,0.0,19.0
